"February 22, 2026 - February 28, 2026",,,Google Ads Performance,,,,,,,,,,,,,,,,,,Business Performance,,,,,,,,,,,
Brand,Region,Category,Impr.,Clicks,Cost,Calls,Resv.,Main Conv.,CPA,tCPA,Imp. Share,IS Lost to Budget,IS Lost to Rank,Conv. Rate,,Opportunity Score - Main Conv.,Opportunity Score - Car Count,Opportunity Score - GP,Opportunity Score - Revenue,,Conv. Rate,Revenue/Car,GP/Car,GP %,Cost/Car,Car Count,,,,,Opportunity Score - GP,
BP,ARIZONA,CP,3185,117,125.92000000000002,34,13,47,2.679148936170213,2.65,0.1689027947181418,0.011131993424192608,0.8310992734793445,0.4017094017094017,,21.580226362854788,35.95836543636669,21.12596106541198,22.05422541866899,,0.1094224924012158,371.34722222222223,299.30555555555554,0.7986095755645086,25.184000000000005,5,,,,,70.58325738791936,Balances Cars better
BP,ARIZONA,NB BRAKES,14427,1331,6429.3,248,74,322,19.966770186335403,16,0.37189699172531127,0.048,0.5801,0.24192336589030805,,27.236811204418025,12.370598155926464,9.41937626094811,32.51907381666402,,0.18064076346284935,503.4433962264151,402.05471698113206,0.7986095755645086,110.85000000000001,58,,,,,21.12596106541198,Prioritizes profit
BP,ARIZONA,NB BRAKES T2,6311,372,1161.33,37,24,61,19.038196721311476,15.37,0.3471970072069098,0,0.6528,0.1639784946236559,,6.024349908462761,6.298850109890171,5.126409185273071,16.85607881336331,,0.18064076346284935,503.4433962264151,402.05471698113206,0.7986095755645086,105.57545454545453,11,,,,,2.3548440652370277,Prioritizes profit
BP,ARIZONA,NB OIL CHANGE,19250,1426,4558.3,195,139,334,13.647604790419162,11,0.3628994250164954,0.0128,0.6244,0.23422159887798036,,42.964696282591106,40.82921817479259,1.2664901788473668,13.154222592343446,,0.22536806342015855,109.67336683417085,80.1105527638191,0.7986095755645086,60.77733333333334,75,,,,,,
BP,ARIZONA,NB OTHER SERVICES,4540,309,369.47,53,24,77,4.7983116883116885,3.75,0.13429965981363703,0.005,0.8606,0.24919093851132687,,103.44153233426759,34.076054138949345,28.10040790912196,53.300864593091156,,0.09610027855153204,438.92753623188406,349.4830917874396,0.7986095755645086,52.78142857142858,7,,,,,,
BP,ARIZONA,NB WHEEL ALIGNMENT,6646,490,1173.03,82,31,113,10.380796460176992,7.8,0.4533115067185049,0,0.5467,0.23061224489795917,,13.127769946838779,25.9544669962187,2.6915409815239095,10.027808233899293,,0.17889908256880735,202.1346153846154,178.3846153846154,0.7986095755645086,58.6515,20,,,,,,
BP,ARIZONA,TOTAL,54359,4045,13817.35,649,305,954,14.483595387840671,-,0.3415346724385999,-,-,0.23584672435105067,,126.99016944107196,21.457159274891602,12.132138322224248,35.759713665201815,,0.2258365551259832,415.9403778040142,332.8459268004722,0.8012097455788093,78.50767045454546,176,,,,,,
BP,COLORADO,CP,11729,237,501.38000000000005,80,9,88,5.697500000000001,4,0.3192607109804562,0.00040350590669062007,0.6803398225270836,0.37130801687763715,,8.233295203201479,4.8611335512061,2.155843493805369,4.292174632371716,,0.12206572769953052,361.625,287.7307692307692,0.7986095755645086,45.580000000000005,11,,,,,,
BP,COLORADO,NB BRAKES,11729,237,501.38000000000005,80,9,88,5.697500000000001,4,0.3192607109804562,0.00040350590669062007,0.6803398225270836,0.37130801687763715,,32.933180812805915,19.4445342048244,8.623373975221476,17.168698529486864,,0.12206572769953052,361.625,287.7307692307692,0.7986095755645086,45.580000000000005,11,,,,,,
BP,COLORADO,NB BRAKES T2,14662,1071,5712.98,162,86,248,23.036209677419354,19.32,0.3555975941016686,0.0051,0.6394,0.2315592903828198,,19.50917916785999,12.977833930382673,14.461371107916186,39.70788124962696,,0.218802275008364,586.7370030581039,475.46941896024464,0.7986095755645086,105.79592592592591,54,,,,,,
BP,COLORADO,NB OIL CHANGE,19207,1119,4983.85,154,115,269,18.52732342007435,15,0.3749975594994045,0.0266,0.5984,0.24039320822162646,,24.19874644625752,37.30168413386963,2.6132992792544547,17.82266845402741,,0.28958333333333336,160.23741007194243,122.5251798561151,0.7986095755645086,63.89551282051283,78,,,,,,
BP,COLORADO,NB OTHER SERVICES,7789,267,579.04,88,11,99,5.848888888888888,5,0.15259981975627915,0.0082,0.8391,0.3707865168539326,,93.99318255696114,16.676082778287135,15.31870417189564,33.490618542896065,,0.0934283452098179,469.2457627118644,371.60593220338984,0.7986095755645086,64.33777777777777,9,,,,,,
BP,COLORADO,NB WHEEL ALIGNMENT,7032,606,2153.59,137,57,194,11.100979381443299,9,0.4736948467497474,0.0168,0.5095,0.3201320132013201,,19.416877745016293,46.487357567577355,2.845373671199388,12.239202906987778,,0.1967741935483871,168.21857923497268,148.87431693989072,0.7986095755645086,56.67342105263158,38,,,,,,
BP,COLORADO,TOTAL,66788,3659,15457.880000000001,661,296,956,16.169330543933054,-,0.3423691279296274,-,-,0.26127357201421153,,113.5673387801881,21.367655846824462,15.338305600398357,38.52660061722504,,0.24294653639257877,464.86308178942613,375.4030727519205,0.8058869857491906,76.14719211822661,203,,,,,,
BP,MIDWEST,CP,3177,97,202.81,32,2,34,5.965,4,0.3483552631578947,0.002419605263157895,0.6492308114035088,0.35051546391752575,,2.665612357891921,2.074674209624116,0.9055860300474238,2.4690103506291914,,0.09448818897637795,350.6388888888889,294.8611111111111,0.7986095755645086,67.60333333333334,3,,,,,,
